,query_id,query_text_id,run_id,cluster_name,rpu,num_other_concurrent_queries,y,y_pred_mean,abs_error,q_error,target_is_lower_bound,model_source,individual_loss
1065,query_98,ext_tpcds1000#071#001,1778822197626,autoslo-4-1778822197626-0,4,110,1985.4620361328125,1741.482421875,243.9796142578125,1.1400988101959229,False,lstm,0.13111495971679688
1675,query_67,ext_tpcds1000#016#002,1778868881242,autoslo-4-1778868881242-0,4,115,1983.718017578125,1756.4302978515625,227.2877197265625,1.1294032335281372,False,lstm,0.1216893196105957
847,query_291,ext_tpcds1000#074#002,1778844782091,autoslo-8-1778844782091-0,8,117,1977.4715576171875,534.669921875,1442.8016357421875,3.6984903812408447,False,lstm,1.307924747467041
391,query_47,ext_tpcds1000#097#002,1778861305520,autoslo-4-1778861305520-0,4,216,1977.1689453125,2346.405029296875,369.236083984375,1.1867499351501465,False,lstm,0.1712183952331543
2987,query_267,ext_tpcds1000#043#003,1778844782091,autoslo-8-1778844782091-0,8,136,1971.621826171875,1541.330322265625,430.29150390625,1.279168963432312,False,lstm,0.24621057510375977
266,query_96,ext_tpcds1000#010#001,1778822197626,autoslo-4-1778822197626-0,4,110,1969.239013671875,2170.732177734375,201.4931640625,1.1023203134536743,False,lstm,0.09741735458374023
1801,query_272,ext_tpcds1000#018#002,1778844782091,autoslo-8-1778844782091-0,8,129,1963.7142333984375,1016.8003540039062,946.9138793945312,1.9312682151794434,False,lstm,0.6581768989562988
2797,query_273,ext_tpcds1000#025#003,1778844782091,autoslo-8-1778844782091-0,8,125,1959.2471923828125,1493.02978515625,466.2174072265625,1.3122626543045044,False,lstm,0.27175283432006836
2383,query_49,ext_tpcds1000#083#003,1778868881242,autoslo-4-1778868881242-0,4,103,1954.62255859375,1409.96533203125,544.6572265625,1.386291265487671,False,lstm,0.326632022857666
1963,query_66,ext_tpcds1000#051#003,1778868881242,autoslo-4-1778868881242-0,4,112,1951.9205322265625,2042.74609375,90.8255615234375,1.0465314388275146,False,lstm,0.045481204986572266
720,query_275,ext_tpcds1000#090#001,1778844782091,autoslo-8-1778844782091-0,8,125,1951.8079833984375,2472.08349609375,520.2755126953125,1.2665607929229736,False,lstm,0.23630523681640625
648,query_87,ext_tpcds1000#003#002,1778839357246,autoslo-4-1778839357246-0,4,113,1942.1470947265625,1431.7879638671875,510.359130859375,1.356448769569397,False,lstm,0.3048701286315918
721,query_123,ext_tpcds1000#040#003,1778839357246,autoslo-4-1778839357246-0,4,109,1937.4437255859375,1119.6666259765625,817.777099609375,1.7303755283355713,False,lstm,0.5483384132385254
1990,query_48,ext_tpcds1000#095#003,1778861305520,autoslo-4-1778861305520-0,4,213,1933.771240234375,2209.18798828125,275.416748046875,1.1424247026443481,False,lstm,0.13315296173095703
2409,query_242,ext_tpcds1000#058#003,1778868881242,autoslo-4-1778868881242-0,4,170,1932.349853515625,2502.92626953125,570.576416015625,1.2952759265899658,False,lstm,0.25872373580932617
1003,query_191,ext_tpcds1000#019#001,1778868881242,autoslo-4-1778868881242-0,4,184,1929.4761962890625,2841.149169921875,911.6729736328125,1.4724977016448975,False,lstm,0.3869600296020508
2732,query_55,ext_tpcds1000#078#001,1778835128511,autoslo-8-1778835128511-0,8,142,1929.4090576171875,1093.95703125,835.4520263671875,1.7636972665786743,False,lstm,0.5674123764038086
428,query_93,ext_tpcds1000#006#002,1778822197626,autoslo-4-1778822197626-0,4,110,1926.030029296875,2318.499267578125,392.46923828125,1.2037711143493652,False,lstm,0.18545913696289062
2282,query_203,ext_tpcds1000#080#002,1778844782091,autoslo-8-1778844782091-0,8,155,1920.7757568359375,1478.87646484375,441.8992919921875,1.2988073825836182,False,lstm,0.261446475982666
3340,query_116,ext_tpcds1000#071#003,1778839357246,autoslo-4-1778839357246-0,4,109,1911.94482421875,1473.6005859375,438.34423828125,1.2974647283554077,False,lstm,0.26041221618652344
2315,query_23,ext_tpcds1000#069#003,1778868881242,autoslo-4-1778868881242-0,4,94,1911.516357421875,1378.8878173828125,532.6285400390625,1.386273980140686,False,lstm,0.32661962509155273
3274,query_177,ext_tpcds1000#062#003,1778868881242,autoslo-4-1778868881242-0,4,178,1910.0604248046875,2088.903076171875,178.8426513671875,1.0936319828033447,False,lstm,0.08950424194335938
3337,query_164,ext_tpcds1000#035#001,1778861305520,autoslo-4-1778861305520-0,4,252,1905.713623046875,1939.0565185546875,33.3428955078125,1.0174962282180786,False,lstm,0.017344951629638672
169,query_101,ext_tpcds1000#060#002,1778861305520,autoslo-4-1778861305520-0,4,257,1902.688232421875,2130.57958984375,227.891357421875,1.1197733879089355,False,lstm,0.11312627792358398
775,query_96,ext_tpcds1000#077#003,1778861305520,autoslo-4-1778861305520-0,4,253,1902.1611328125,1559.7994384765625,342.3616943359375,1.219490885734558,False,lstm,0.19843339920043945
3175,query_186,ext_tpcds1000#043#001,1778844782091,autoslo-8-1778844782091-0,8,171,1897.2713623046875,1290.103759765625,607.1676025390625,1.4706346988677979,False,lstm,0.3856940269470215
1384,query_171,ext_tpcds1000#053#001,1778868881242,autoslo-4-1778868881242-0,4,171,1897.1573486328125,1899.915771484375,2.7584228515625,1.0014539957046509,False,lstm,0.0014529228210449219
1131,query_23,ext_tpcds1000#069#001,1778846572149,autoslo-4-1778846572149-0,4,188,1896.255615234375,1369.16748046875,527.088134765625,1.3849698305130005,False,lstm,0.32567834854125977
2924,query_174,ext_tpcds1000#035#003,1778844782091,autoslo-8-1778844782091-0,8,177,1896.189697265625,1014.0965576171875,882.0931396484375,1.8698315620422363,False,lstm,0.6258482933044434
2440,query_281,ext_tpcds1000#073#003,1778844782091,autoslo-8-1778844782091-0,8,121,1895.047119140625,1459.8353271484375,435.2117919921875,1.298123836517334,False,lstm,0.26092004776000977
808,query_41,ext_tpcds1000#016#001,1778861305520,autoslo-4-1778861305520-0,4,203,1894.709228515625,2169.288818359375,274.57958984375,1.1449191570281982,False,lstm,0.13533401489257812
1355,query_152,ext_tpcds1000#063#003,1778839357246,autoslo-4-1778839357246-0,4,87,1888.2667236328125,1414.502685546875,473.7640380859375,1.3349332809448242,False,lstm,0.2888813018798828
805,query_93,ext_tpcds1000#049#001,1778861305520,autoslo-4-1778861305520-0,4,248,1885.1844482421875,1901.9979248046875,16.8134765625,1.0089187622070312,False,lstm,0.00887918472290039
3403,query_126,ext_tpcds1000#049#003,1778833176612,autoslo-4-1778833176612-0,4,160,1884.666748046875,1576.8236083984375,307.8431396484375,1.1952298879623413,False,lstm,0.17833852767944336
1831,query_176,ext_tpcds1000#099#002,1778844782091,autoslo-8-1778844782091-0,8,172,1880.9974365234375,1255.503662109375,625.4937744140625,1.4982014894485474,False,lstm,0.4042654037475586
1991,query_181,ext_tpcds1000#096#003,1778844782091,autoslo-8-1778844782091-0,8,171,1870.934814453125,1855.6671142578125,15.2677001953125,1.0082275867462158,False,lstm,0.0081939697265625
940,query_111,ext_tpcds1000#024#001,1778844782091,autoslo-8-1778844782091-0,8,220,1864.44873046875,1435.604736328125,428.843994140625,1.298720121383667,False,lstm,0.2613792419433594
942,query_120,ext_tpcds1000#011#002,1778833176612,autoslo-4-1778833176612-0,4,160,1861.9761962890625,1782.5789794921875,79.397216796875,1.0445406436920166,False,lstm,0.04357719421386719
848,query_103,ext_tpcds1000#033#001,1778839357246,autoslo-4-1778839357246-0,4,109,1857.099365234375,1179.590576171875,677.5087890625,1.5743592977523804,False,lstm,0.45384836196899414
2953,query_196,ext_tpcds1000#061#002,1778844782091,autoslo-8-1778844782091-0,8,160,1854.279296875,1433.1800537109375,421.0992431640625,1.2938215732574463,False,lstm,0.2576003074645996
1381,query_100,ext_tpcds1000#019#003,1778861305520,autoslo-4-1778861305520-0,4,252,1850.5306396484375,2059.000244140625,208.4696044921875,1.1126539707183838,False,lstm,0.10674810409545898
1575,query_125,ext_tpcds1000#084#003,1778833176612,autoslo-4-1778833176612-0,4,160,1843.6800537109375,2238.571044921875,394.8909912109375,1.2141863107681274,False,lstm,0.19407415390014648
1676,query_107,ext_tpcds1000#008#003,1778839357246,autoslo-4-1778839357246-0,4,109,1836.3345947265625,1532.158203125,304.1763916015625,1.1985280513763428,False,lstm,0.18109416961669922
463,query_53,ext_tpcds1000#001#003,1778868881242,autoslo-4-1778868881242-0,4,102,1828.56494140625,1934.242431640625,105.677490234375,1.0577925443649292,False,lstm,0.05618429183959961
877,query_197,ext_tpcds1000#023#001,1778835128511,autoslo-8-1778835128511-0,8,84,1826.9725341796875,486.803466796875,1340.1690673828125,3.752998113632202,False,lstm,1.3225550651550293
2022,query_65,ext_tpcds1000#003#003,1778861305520,autoslo-4-1778861305520-0,4,221,1818.7255859375,1869.2958984375,50.5703125,1.0278053283691406,False,lstm,0.027425765991210938
41,query_110,ext_tpcds1000#047#001,1778827732917,autoslo-4-1778827732917-0,4,68,1818.1455078125,2412.441162109375,594.295654296875,1.3268691301345825,False,lstm,0.2828221321105957
843,query_63,ext_tpcds1000#027#003,1778861305520,autoslo-4-1778861305520-0,4,219,1812.1146240234375,2113.94482421875,301.8302001953125,1.1665624380111694,False,lstm,0.15406131744384766
2190,query_46,ext_tpcds1000#025#001,1778822197626,autoslo-4-1778822197626-0,4,114,1811.369873046875,1406.446044921875,404.923828125,1.2879056930541992,False,lstm,0.2530174255371094
2091,query_75,ext_tpcds1000#039#001,1778861305520,autoslo-4-1778861305520-0,4,224,1810.881103515625,1446.3153076171875,364.5657958984375,1.2520651817321777,False,lstm,0.2247943878173828
744,query_159,ext_tpcds1000#038#003,1778844782091,autoslo-8-1778844782091-0,8,182,1801.7159423828125,1769.165771484375,32.5501708984375,1.018398642539978,False,lstm,0.01823139190673828
265,query_153,ext_tpcds1000#088#001,1778835128511,autoslo-8-1778835128511-0,8,115,1794.281005859375,1805.382080078125,11.10107421875,1.0061869621276855,False,lstm,0.006167888641357422
3502,query_69,ext_tpcds1000#003#001,1778861305520,autoslo-4-1778861305520-0,4,221,1793.0860595703125,2023.765625,230.6795654296875,1.1286494731903076,False,lstm,0.12102174758911133
1224,query_73,ext_tpcds1000#048#001,1778861305520,autoslo-4-1778861305520-0,4,221,1781.51513671875,1562.5091552734375,219.0059814453125,1.1401630640029907,False,lstm,0.13117122650146484
2633,query_148,ext_tpcds1000#045#003,1778844782091,autoslo-8-1778844782091-0,8,190,1776.8651123046875,1286.4156494140625,490.449462890625,1.3812527656555176,False,lstm,0.32299089431762695
1099,query_86,ext_tpcds1000#093#002,1778822197626,autoslo-4-1778822197626-0,4,112,1770.9998779296875,1417.926513671875,353.0733642578125,1.2490068674087524,False,lstm,0.22234869003295898
112,query_115,ext_tpcds1000#069#002,1778827732917,autoslo-4-1778827732917-0,4,68,1767.7962646484375,1972.228271484375,204.4320068359375,1.1156423091888428,False,lstm,0.10943031311035156
3115,query_55,ext_tpcds1000#079#001,1778827732917,autoslo-4-1778827732917-0,4,105,1754.197265625,2116.97705078125,362.77978515625,1.2068067789077759,False,lstm,0.18797779083251953
2155,query_218,ext_tpcds1000#078#003,1778844782091,autoslo-8-1778844782091-0,8,144,1753.8292236328125,2892.27880859375,1138.4495849609375,1.6491222381591797,False,lstm,0.5002431869506836
3083,query_88,ext_tpcds1000#052#001,1778822197626,autoslo-4-1778822197626-0,4,112,1745.5936279296875,2089.77294921875,344.1793212890625,1.197170376777649,False,lstm,0.1799607276916504
2476,query_64,ext_tpcds1000#093#001,1778822197626,autoslo-4-1778822197626-0,4,112,1738.724365234375,1387.9422607421875,350.7821044921875,1.2527353763580322,False,lstm,0.22532939910888672
3311,query_296,ext_tpcds1000#027#001,1778844782091,autoslo-8-1778844782091-0,8,109,1728.047119140625,174.84901428222656,1553.1981201171875,9.883081436157227,False,lstm,2.2908244132995605
1195,query_88,ext_tpcds1000#014#002,1778835128511,autoslo-8-1778835128511-0,8,132,1722.384765625,2034.0535888671875,311.6688232421875,1.1809519529342651,False,lstm,0.16632080078125
2892,query_82,ext_tpcds1000#053#001,1778822197626,autoslo-4-1778822197626-0,4,112,1717.722900390625,2090.466552734375,372.74365234375,1.2169986963272095,False,lstm,0.19638776779174805
3408,query_85,ext_tpcds1000#095#003,1778839357246,autoslo-4-1778839357246-0,4,106,1703.560791015625,1634.3370361328125,69.2237548828125,1.0423558950424194,False,lstm,0.041483402252197266
3237,query_167,ext_tpcds1000#074#001,1778868881242,autoslo-4-1778868881242-0,4,167,1701.3900146484375,1733.4749755859375,32.0849609375,1.0188580751419067,False,lstm,0.018682479858398438
2798,query_78,ext_tpcds1000#057#003,1778868881242,autoslo-4-1778868881242-0,4,112,1700.761474609375,1909.9638671875,209.202392578125,1.1230051517486572,False,lstm,0.11600828170776367
2347,query_115,ext_tpcds1000#076#001,1778833176612,autoslo-4-1778833176612-0,4,162,1688.9879150390625,2423.294921875,734.3070068359375,1.4347615242004395,False,lstm,0.36099863052368164
3595,query_67,ext_tpcds1000#003#001,1778822197626,autoslo-4-1778822197626-0,4,112,1680.34912109375,1796.1016845703125,115.7525634765625,1.0688860416412354,False,lstm,0.06661701202392578
1612,query_62,ext_tpcds1000#076#002,1778822197626,autoslo-4-1778822197626-0,4,112,1680.1904296875,1568.0174560546875,112.1729736328125,1.0715380907058716,False,lstm,0.06909513473510742
107,query_119,ext_tpcds1000#079#001,1778844782091,autoslo-8-1778844782091-0,8,197,1678.775390625,1399.9544677734375,278.8209228515625,1.1991642713546753,False,lstm,0.1816248893737793
2470,query_61,ext_tpcds1000#077#002,1778861305520,autoslo-4-1778861305520-0,4,199,1675.880126953125,1114.56884765625,561.311279296875,1.5036128759384155,False,lstm,0.4078707695007324
2956,query_111,ext_tpcds1000#076#002,1778846572149,autoslo-4-1778846572149-0,4,143,1668.533935546875,1830.6893310546875,162.1553955078125,1.0971843004226685,False,lstm,0.09274721145629883
2502,query_123,ext_tpcds1000#047#003,1778868881242,autoslo-4-1778868881242-0,4,139,1664.184326171875,1713.32763671875,49.143310546875,1.0295299291610718,False,lstm,0.029102325439453125
2186,query_107,ext_tpcds1000#011#001,1778846572149,autoslo-4-1778846572149-0,4,144,1658.1129150390625,1539.188720703125,118.9241943359375,1.0772641897201538,False,lstm,0.07442474365234375
1646,query_185,ext_tpcds1000#002#003,1778839357246,autoslo-4-1778839357246-0,4,59,1657.7935791015625,1755.9388427734375,98.145263671875,1.0592023134231567,False,lstm,0.05751609802246094
873,query_129,ext_tpcds1000#034#001,1778846572149,autoslo-4-1778846572149-0,4,140,1653.615478515625,2730.686279296875,1077.07080078125,1.6513429880142212,False,lstm,0.5015888214111328
722,query_164,ext_tpcds1000#038#001,1778835128511,autoslo-8-1778835128511-0,8,106,1652.681396484375,1970.657470703125,317.97607421875,1.1924000978469849,False,lstm,0.17596817016601562
3405,query_127,ext_tpcds1000#054#002,1778846572149,autoslo-4-1778846572149-0,4,140,1652.4261474609375,1817.5968017578125,165.170654296875,1.0999563932418823,False,lstm,0.09527063369750977
171,query_126,ext_tpcds1000#048#002,1778846572149,autoslo-4-1778846572149-0,4,140,1650.5841064453125,1965.233642578125,314.6495361328125,1.190629243850708,False,lstm,0.17448186874389648
2856,query_112,ext_tpcds1000#017#002,1778846572149,autoslo-4-1778846572149-0,4,143,1643.8465576171875,1945.8634033203125,302.016845703125,1.1837257146835327,False,lstm,0.16866683959960938
2726,query_114,ext_tpcds1000#002#001,1778844782091,autoslo-8-1778844782091-0,8,200,1642.392333984375,1392.3916015625,250.000732421875,1.179547667503357,False,lstm,0.1651310920715332
1580,query_173,ext_tpcds1000#011#002,1778835128511,autoslo-8-1778835128511-0,8,102,1638.274169921875,982.3727416992188,655.9014282226562,1.6676706075668335,False,lstm,0.5114278793334961
3407,query_270,ext_tpcds1000#044#002,1778844782091,autoslo-8-1778844782091-0,8,133,1630.4342041015625,1478.4266357421875,152.007568359375,1.102817177772522,False,lstm,0.09786796569824219
496,query_79,ext_tpcds1000#083#002,1778868881242,autoslo-4-1778868881242-0,4,110,1626.5306396484375,1689.9844970703125,63.453857421875,1.039011836051941,False,lstm,0.038269996643066406
2346,query_131,ext_tpcds1000#043#002,1778844782091,autoslo-8-1778844782091-0,8,196,1618.39501953125,1210.1917724609375,408.2032470703125,1.3373045921325684,False,lstm,0.29065608978271484
3113,query_120,ext_tpcds1000#013#002,1778846572149,autoslo-4-1778846572149-0,4,142,1614.0738525390625,1882.88818359375,268.8143310546875,1.166543960571289,False,lstm,0.15404558181762695
1836,query_69,ext_tpcds1000#052#002,1778822197626,autoslo-4-1778822197626-0,4,112,1613.4974365234375,1417.108642578125,196.3887939453125,1.1385841369628906,False,lstm,0.12978553771972656
875,query_45,ext_tpcds1000#043#001,1778822197626,autoslo-4-1778822197626-0,4,114,1605.1429443359375,1404.08203125,201.0609130859375,1.1431974172592163,False,lstm,0.13382911682128906
2990,query_77,ext_tpcds1000#053#002,1778822197626,autoslo-4-1778822197626-0,4,112,1603.992919921875,1871.5772705078125,267.5843505859375,1.1668238639831543,False,lstm,0.15428543090820312
1478,query_123,ext_tpcds1000#039#002,1778846572149,autoslo-4-1778846572149-0,4,140,1597.4942626953125,1579.334716796875,18.1595458984375,1.011498212814331,False,lstm,0.011432647705078125
617,query_30,ext_tpcds1000#067#003,1778868881242,autoslo-4-1778868881242-0,4,85,1593.427978515625,1201.384521484375,392.04345703125,1.3263263702392578,False,lstm,0.2824130058288574
1133,query_121,ext_tpcds1000#084#002,1778846572149,autoslo-4-1778846572149-0,4,140,1589.853271484375,1879.945556640625,290.09228515625,1.182464838027954,False,lstm,0.1676011085510254
1063,query_43,ext_tpcds1000#005#001,1778822197626,autoslo-4-1778822197626-0,4,114,1586.19287109375,1250.0150146484375,336.1778564453125,1.2689390182495117,False,lstm,0.23818111419677734
1480,query_22,ext_tpcds1000#038#002,1778827732917,autoslo-4-1778827732917-0,4,87,1579.849853515625,1564.714599609375,15.13525390625,1.0096728801727295,False,lstm,0.009626388549804688
2701,query_74,ext_tpcds1000#084#001,1778822197626,autoslo-4-1778822197626-0,4,112,1579.3287353515625,1745.0543212890625,165.7255859375,1.1049342155456543,False,lstm,0.09978580474853516
2247,query_113,ext_tpcds1000#070#002,1778844782091,autoslo-8-1778844782091-0,8,195,1574.6619873046875,1178.4285888671875,396.2333984375,1.3362387418746948,False,lstm,0.2898588180541992
111,query_190,ext_tpcds1000#047#002,1778835128511,autoslo-8-1778835128511-0,8,96,1566.167236328125,1321.8009033203125,244.3663330078125,1.1848738193511963,False,lstm,0.16963624954223633
777,query_114,ext_tpcds1000#046#002,1778833176612,autoslo-4-1778833176612-0,4,162,1564.6124267578125,1818.1689453125,253.5565185546875,1.1620570421218872,False,lstm,0.1501917839050293
1066,query_59,ext_tpcds1000#055#003,1778868881242,autoslo-4-1778868881242-0,4,93,1564.0364990234375,1269.7828369140625,294.253662109375,1.2317354679107666,False,lstm,0.20842409133911133
3081,query_108,ext_tpcds1000#016#002,1778835128511,autoslo-8-1778835128511-0,8,128,1563.929931640625,1544.796630859375,19.13330078125,1.012385606765747,False,lstm,0.012309551239013672
2351,query_126,ext_tpcds1000#001#002,1778827732917,autoslo-4-1778827732917-0,4,64,1560.83740234375,1272.17919921875,288.658203125,1.226900577545166,False,lstm,0.20449113845825195
2829,query_188,ext_tpcds1000#094#001,1778835128511,autoslo-8-1778835128511-0,8,96,1535.0072021484375,690.9449462890625,844.062255859375,2.2216055393218994,False,lstm,0.7982301712036133
2538,query_49,ext_tpcds1000#016#001,1778827732917,autoslo-4-1778827732917-0,4,107,1533.7962646484375,2166.63525390625,632.8389892578125,1.4125964641571045,False,lstm,0.3454294204711914
776,query_187,ext_tpcds1000#069#001,1778844782091,autoslo-8-1778844782091-0,8,170,1529.5164794921875,1696.61181640625,167.0953369140625,1.1092472076416016,False,lstm,0.10368156433105469
138,query_156,ext_tpcds1000#011#001,1778868881242,autoslo-4-1778868881242-0,4,147,1526.546630859375,1341.0614013671875,185.4852294921875,1.1383122205734253,False,lstm,0.1295466423034668
3174,query_112,ext_tpcds1000#025#002,1778844782091,autoslo-8-1778844782091-0,8,192,1525.783203125,1198.175048828125,327.608154296875,1.2734225988388062,False,lstm,0.24170827865600586
2566,query_156,ext_tpcds1000#066#001,1778835128511,autoslo-8-1778835128511-0,8,114,1514.955078125,1093.2227783203125,421.7322998046875,1.3857697248458862,False,lstm,0.32625579833984375
1290,query_183,ext_tpcds1000#099#002,1778835128511,autoslo-8-1778835128511-0,8,98,1509.9515380859375,874.9861450195312,634.9653930664062,1.7256861925125122,False,lstm,0.5456247329711914
2958,query_113,ext_tpcds1000#005#001,1778835128511,autoslo-8-1778835128511-0,8,128,1499.1292724609375,1352.968505859375,146.1607666015625,1.1080297231674194,False,lstm,0.10258340835571289
2796,query_9,ext_tpcds1000#051#001,1778822197626,autoslo-4-1778822197626-0,4,129,1498.5296630859375,1235.083740234375,263.4459228515625,1.2133020162582397,False,lstm,0.1933455467224121
3504,query_76,ext_tpcds1000#081#002,1778868881242,autoslo-4-1778868881242-0,4,99,1492.8333740234375,1580.39990234375,87.5665283203125,1.0586578845977783,False,lstm,0.05700206756591797
3404,query_158,ext_tpcds1000#056#003,1778868881242,autoslo-4-1778868881242-0,4,148,1486.6077880859375,1296.1181640625,190.4896240234375,1.1469693183898926,False,lstm,0.13712310791015625
3628,query_114,ext_tpcds1000#045#001,1778835128511,autoslo-8-1778835128511-0,8,128,1483.2154541015625,1146.3702392578125,336.84521484375,1.2938363552093506,False,lstm,0.2576117515563965
1193,query_70,ext_tpcds1000#094#001,1778833176612,autoslo-4-1778833176612-0,4,178,1475.5426025390625,2400.087158203125,924.5445556640625,1.6265794038772583,False,lstm,0.4864792823791504
2565,query_108,ext_tpcds1000#018#002,1778833176612,autoslo-4-1778833176612-0,4,163,1467.245361328125,1976.8427734375,509.597412109375,1.347315788269043,False,lstm,0.2981142997741699
2316,query_191,ext_tpcds1000#089#002,1778835128511,autoslo-8-1778835128511-0,8,91,1458.1607666015625,457.723388671875,1000.4373779296875,3.185681104660034,False,lstm,1.1586661338806152
2472,query_112,ext_tpcds1000#019#001,1778833176612,autoslo-4-1778833176612-0,4,162,1452.24462890625,1595.7066650390625,143.4620361328125,1.0987863540649414,False,lstm,0.09420633316040039
2156,query_22,ext_tpcds1000#038#002,1778822197626,autoslo-4-1778822197626-0,4,125,1451.5419921875,1537.867431640625,86.325439453125,1.0594714879989624,False,lstm,0.0577702522277832
1450,query_57,ext_tpcds1000#033#002,1778822197626,autoslo-4-1778822197626-0,4,112,1450.7655029296875,1417.4674072265625,33.298095703125,1.0234912633895874,False,lstm,0.023219585418701172
2731,query_110,ext_tpcds1000#012#002,1778846572149,autoslo-4-1778846572149-0,4,143,1438.416259765625,1523.852783203125,85.4365234375,1.0593962669372559,False,lstm,0.05769920349121094
3436,query_128,ext_tpcds1000#097#002,1778835128511,autoslo-8-1778835128511-0,8,127,1438.0609130859375,1431.8460693359375,6.21484375,1.004340410232544,False,lstm,0.004331111907958984
2857,query_29,ext_tpcds1000#030#001,1778822197626,autoslo-4-1778822197626-0,4,117,1437.8641357421875,1226.8966064453125,210.967529296875,1.1719521284103394,False,lstm,0.15867090225219727
1160,query_130,ext_tpcds1000#061#001,1778827732917,autoslo-4-1778827732917-0,4,64,1429.384765625,312.0110778808594,1117.3736572265625,4.581198692321777,False,lstm,1.521960735321045
748,query_77,ext_tpcds1000#097#001,1778839357246,autoslo-4-1778839357246-0,4,92,1418.0218505859375,1318.548828125,99.4730224609375,1.0754412412643433,False,lstm,0.07273101806640625
2474,query_154,ext_tpcds1000#061#002,1778835128511,autoslo-8-1778835128511-0,8,115,1416.646484375,1425.36572265625,8.71923828125,1.0061548948287964,False,lstm,0.0061359405517578125
1289,query_28,ext_tpcds1000#081#001,1778822197626,autoslo-4-1778822197626-0,4,117,1412.9212646484375,1098.35546875,314.5657958984375,1.286397099494934,False,lstm,0.2518453598022461
2210,query_105,ext_tpcds1000#093#003,1778833176612,autoslo-4-1778833176612-0,4,164,1412.8033447265625,1847.5267333984375,434.723388671875,1.307702660560608,False,lstm,0.26827192306518555
137,query_257,ext_tpcds1000#020#003,1778868881242,autoslo-4-1778868881242-0,4,162,1412.416748046875,2851.791748046875,1439.375,2.0190865993499756,False,lstm,0.7026453018188477
7,query_190,ext_tpcds1000#058#002,1778844782091,autoslo-8-1778844782091-0,8,168,1411.3697509765625,1309.7716064453125,101.59814453125,1.0775693655014038,False,lstm,0.0747079849243164
2986,query_106,ext_tpcds1000#046#001,1778846572149,autoslo-4-1778846572149-0,4,144,1409.6546630859375,1557.6953125,148.0406494140625,1.1050190925598145,False,lstm,0.09986257553100586
1415,query_110,ext_tpcds1000#080#003,1778844782091,autoslo-8-1778844782091-0,8,179,1403.3577880859375,1226.37890625,176.9788818359375,1.1443101167678833,False,lstm,0.13480186462402344
237,query_132,ext_tpcds1000#087#002,1778835128511,autoslo-8-1778835128511-0,8,127,1395.697265625,1159.98828125,235.708984375,1.2031995058059692,False,lstm,0.1849842071533203
3469,query_140,ext_tpcds1000#096#001,1778835128511,autoslo-8-1778835128511-0,8,119,1375.7491455078125,1041.416015625,334.3331298828125,1.3210370540618896,False,lstm,0.27841711044311523
2727,query_67,ext_tpcds1000#067#001,1778846572149,autoslo-4-1778846572149-0,4,166,1354.3671875,1438.7132568359375,84.3460693359375,1.06227707862854,False,lstm,0.060414791107177734
3082,query_129,ext_tpcds1000#016#003,1778868881242,autoslo-4-1778868881242-0,4,127,1350.7586669921875,1501.6820068359375,150.92333984375,1.1117322444915771,False,lstm,0.10591936111450195
203,query_96,ext_tpcds1000#072#001,1778835128511,autoslo-8-1778835128511-0,8,128,1348.8155517578125,1004.3329467773438,344.48260498046875,1.3429964780807495,False,lstm,0.2949032783508301
1932,query_51,ext_tpcds1000#066#003,1778868881242,autoslo-4-1778868881242-0,4,85,1346.36865234375,1583.525146484375,237.156494140625,1.176145315170288,False,lstm,0.16224241256713867
3238,query_82,ext_tpcds1000#056#002,1778846572149,autoslo-4-1778846572149-0,4,158,1341.98388671875,1303.0474853515625,38.9364013671875,1.0298810005187988,False,lstm,0.02944326400756836
717,query_74,ext_tpcds1000#068#001,1778846572149,autoslo-4-1778846572149-0,4,159,1340.3511962890625,1229.8551025390625,110.49609375,1.089844822883606,False,lstm,0.08603525161743164
108,query_15,ext_tpcds1000#024#001,1778833176612,autoslo-4-1778833176612-0,4,145,1339.4208984375,929.12060546875,410.30029296875,1.4416006803512573,False,lstm,0.3657541275024414
1867,query_25,ext_tpcds1000#094#002,1778827732917,autoslo-4-1778827732917-0,4,76,1338.300537109375,1346.7706298828125,8.4700927734375,1.0063289403915405,False,lstm,0.006309032440185547
1926,query_75,ext_tpcds1000#027#002,1778846572149,autoslo-4-1778846572149-0,4,159,1333.1217041015625,1125.57861328125,207.5430908203125,1.1843879222869873,False,lstm,0.16922616958618164
2954,query_264,ext_tpcds1000#091#003,1778868881242,autoslo-4-1778868881242-0,4,160,1332.986328125,1731.5311279296875,398.5447998046875,1.2989864349365234,False,lstm,0.2615842819213867
3211,query_118,ext_tpcds1000#057#001,1778835128511,autoslo-8-1778835128511-0,8,128,1329.993408203125,1471.732666015625,141.7392578125,1.1065714359283447,False,lstm,0.10126638412475586
3208,query_105,ext_tpcds1000#092#001,1778846572149,autoslo-4-1778846572149-0,4,144,1329.8621826171875,1397.453369140625,67.5911865234375,1.0508257150650024,False,lstm,0.0495762825012207
682,query_127,ext_tpcds1000#060#001,1778827732917,autoslo-4-1778827732917-0,4,64,1323.867919921875,535.6375732421875,788.2303466796875,2.471574068069458,False,lstm,0.9048552513122559
1673,query_98,ext_tpcds1000#080#001,1778846572149,autoslo-4-1778846572149-0,4,146,1323.7423095703125,1744.6341552734375,420.891845703125,1.3179559707641602,False,lstm,0.27608203887939453
